序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
1403,臺北,2017/11/4,13:11:00,"1,019.80",20.1,69,東北,4.7,0,0
1404,臺北,2017/11/4,12:11:00,"1,020.90",19.9,73,東北,4.5,0,0
1405,臺北,2017/11/4,11:11:00,"1,021.10",19.7,78,東北,5.5,0,0
1406,臺北,2017/11/4,10:11:00,"1,021.60",19.6,81,東北,4.5,0,0
1407,臺北,2017/11/4,09:11:00,"1,021.30",19.8,82,東北,4.6,0,0
1408,臺北,2017/11/4,08:11:00,"1,020.70",19.8,84,東北東,2.9,0,0
1409,臺北,2017/11/4,07:11:00,"1,019.70",19.5,84,東,2.3,0,0
1410,臺北,2017/11/4,06:11:00,"1,019.20",19.6,79,東北,2.6,1,0
1411,臺北,2017/11/4,05:11:00,"1,018.60",20.3,76,東北,3.7,0,-
1412,臺北,2017/11/4,04:11:00,"1,017.90",20.8,74,東北東,3.8,0,-
1413,臺北,2017/11/4,03:11:00,"1,017.30",22.9,65,北北東,2.9,0,-
1414,臺北,2017/11/4,02:11:00,"1,017.20",22.9,69,東北,4,0,-
1415,臺北,2017/11/4,01:11:00,"1,017.40",22.6,69,東北,3.4,0,-
1416,臺北,2017/11/4,00:11:00,"1,020",19.1,77,東北,3.6,0,-
1417,臺北,2017/11/3,23:11:00,"1,017.40",21.4,85,西南西,1.3,2,-
1418,臺北,2017/11/3,22:11:00,"1,017.10",22.7,77,東北東,1.2,0,-
1419,臺北,2017/11/3,21:11:00,"1,017.10",22.1,80,東北東,1.5,0,-
1420,臺北,2017/11/3,20:11:00,"1,016.90",21.7,82,東南東,0.9,0,-
1421,臺北,2017/11/3,19:11:00,"1,016",22.4,78,東,1.5,0,0
1422,臺北,2017/11/3,18:11:00,"1,015.30",22.1,78,東北東,2.2,0,0
1423,臺北,2017/11/3,17:11:00,"1,014.60",22.2,75,東南,2.1,0,0
1424,臺北,2017/11/3,16:11:00,"1,014",22.5,72,東南東,1.9,0,0
1425,臺北,2017/11/3,15:11:00,"1,013.60",22.9,69,東北東,2.9,0,0
1426,臺北,2017/11/3,14:11:00,"1,013.40",23,71,東,2.9,0,0
1427,臺北,2017/11/3,13:11:00,"1,013.30",23.2,72,東北,2.1,0,0
1428,臺北,2017/11/3,12:11:00,"1,013.40",23.5,74,北,3.1,0,0
1429,臺北,2017/11/3,11:11:00,"1,013.40",23.8,84,風向不定,0.3,0,0
1430,臺北,2017/11/3,10:11:00,"1,013.90",23.9,83,西南,1.1,0,0
1431,臺北,2017/11/3,09:11:00,"1,013.90",23.7,83,西南,0.8,1,0
1432,臺北,2017/11/3,08:11:00,"1,013.50",23.6,85,南南西,0.7,0,0
1433,臺北,2017/11/3,07:11:00,"1,012.70",23.3,86,靜風,0.2,0,0
1434,臺北,2017/11/3,06:11:00,"1,011.70",23.3,85,東北東,1,0,0
1435,臺北,2017/11/3,05:11:00,"1,011",23.2,86,東北,1.4,0,-
1436,臺北,2017/11/3,04:11:00,"1,010.30",23.2,86,東北東,0.7,0,-
1437,臺北,2017/11/3,03:11:00,"1,010.60",23.6,87,東北東,0.4,1,-
1438,臺北,2017/11/3,02:11:00,"1,010.60",23.7,87,南南西,0.4,4,-
1439,臺北,2017/11/3,01:11:00,"1,010.70",23.7,86,靜風,0.2,7,-
1440,臺北,2017/11/3,00:11:00,"1,017.50",21.8,78,北北東,2.2,0,-
1441,臺北,2017/11/2,23:11:00,"1,011.30",25.4,77,靜風,0.1,0,-
1442,臺北,2017/11/2,22:11:00,"1,011.20",25.6,76,靜風,0.2,0,-
1443,臺北,2017/11/2,21:11:00,"1,010.90",25.6,77,東,2,0,-
1444,臺北,2017/11/2,20:11:00,"1,010.80",25.7,76,北,0.3,0,-
1445,臺北,2017/11/2,19:11:00,"1,010",26.4,73,東北,1.6,0,0
1446,臺北,2017/11/2,18:11:00,"1,009.30",26.5,71,東北,2,0,0
1447,臺北,2017/11/2,17:11:00,"1,009.20",26.7,70,北,2,0,0
1448,臺北,2017/11/2,16:11:00,"1,008.80",27.5,66,北北東,2.1,0,0
1449,臺北,2017/11/2,15:11:00,"1,008.40",27.5,65,北,3.4,0,0
1450,臺北,2017/11/2,14:11:00,"1,008.40",28.2,63,北北東,2.4,0,0
1451,臺北,2017/11/2,13:11:00,"1,008.70",28.8,63,東北,2.7,0,0.1
1452,臺北,2017/11/2,12:11:00,"1,009.20",30.2,60,北,2.8,0,0.8
1453,臺北,2017/11/2,11:11:00,"1,010.20",29.2,63,北北東,3,0,0.5
1454,臺北,2017/11/2,10:11:00,"1,011",27.3,68,東北,0.9,0,0.5
1455,臺北,2017/11/2,09:11:00,"1,011.40",25.7,70,東南東,0.4,0,0.5
1456,臺北,2017/11/2,08:11:00,"1,011.50",23.4,73,南,0.3,0,0.2
1457,臺北,2017/11/2,07:11:00,"1,011.30",22.6,73,南,1.3,0,0.1
1458,臺北,2017/11/2,06:11:00,"1,011",22.1,75,南,0.4,0,0
1459,臺北,2017/11/2,05:11:00,"1,010.50",22,75,南南東,1.9,0,-
1460,臺北,2017/11/2,04:11:00,"1,010.30",22.8,73,南,1,0,-
1461,臺北,2017/11/2,03:11:00,"1,010.70",22.9,74,南南西,1.1,0,-
1462,臺北,2017/11/2,02:11:00,"1,010.80",23.2,79,南南西,0.8,0,-
1463,臺北,2017/11/2,01:11:00,"1,011.10",23.8,81,東南,0.6,0,-
1464,臺北,2017/11/2,00:11:00,"1,011",25,79,靜風,0,0,-
1465,臺北,2017/11/1,23:11:00,"1,011.80",23.8,81,東南東,2,0,-
1466,臺北,2017/11/1,22:11:00,"1,011.80",23.9,79,東,1.4,0,-
1467,臺北,2017/11/1,21:11:00,"1,011.90",24.1,77,東北東,2.1,0,-
1468,臺北,2017/11/1,20:11:00,"1,011.90",24.1,77,東北,3.4,0,-
1469,臺北,2017/11/1,19:11:00,"1,011.70",24.4,75,東北,3.5,0,0
1470,臺北,2017/11/1,18:11:00,"1,011.40",24.7,72,東北,3.9,0,0
1471,臺北,2017/11/1,17:11:00,"1,010.90",25.5,68,東北,3.2,0,0.7
1472,臺北,2017/11/1,16:11:00,"1,010.80",26.4,61,東北東,4.5,0,1
1473,臺北,2017/11/1,15:11:00,"1,010.60",27.7,57,東北東,4,0,0.9
1474,臺北,2017/11/1,14:11:00,"1,010.90",27,63,東北,4.7,0,0.8
1475,臺北,2017/11/1,13:11:00,"1,011.30",26.9,65,東北,4.7,0,0.9
1476,臺北,2017/11/1,12:11:00,"1,012",26.7,69,北北東,3.2,0,0.8
1477,臺北,2017/11/1,11:11:00,"1,013.30",24.5,78,東北,2.9,0,0.1
1478,臺北,2017/11/1,10:11:00,"1,014.50",23.2,79,東北,3.3,0,0
1479,臺北,2017/11/1,09:11:00,"1,015",22.8,81,東北,3.3,1,0
1480,臺北,2017/11/1,08:11:00,"1,014.90",21.9,80,東北,2.4,0,0
1481,臺北,2017/11/1,07:11:00,"1,014.30",21.4,80,東,1.6,0,0
1482,臺北,2017/11/1,06:11:00,"1,014",20.8,82,東北東,1.4,0,0
1483,臺北,2017/11/1,05:11:00,"1,013.60",20.7,82,東北,1.8,0,-
1484,臺北,2017/11/1,04:11:00,"1,013.20",20.8,82,東北東,2,0,-
1485,臺北,2017/11/1,03:11:00,"1,013.60",21.1,82,東北東,2.6,0,-
1486,臺北,2017/11/1,02:11:00,"1,013.90",21.1,81,北北東,2.1,0,-
1487,臺北,2017/11/1,01:11:00,"1,014.90",21,82,東北,2.9,0,-
1488,臺北,2017/11/1,00:11:00,"1,011.50",24,81,東,1.7,0,-
1489,臺北,2017/10/31,23:10:00,"1,016.20",20.4,81,北北東,2.5,0,-
1490,臺北,2017/10/31,22:10:00,"1,016.60",21.6,71,東,1.9,0,-
1491,臺北,2017/10/31,21:10:00,"1,016.90",21.6,70,東北東,2.7,0,-
1492,臺北,2017/10/31,20:10:00,"1,016.80",21.7,67,東北東,3.5,0,-
1493,臺北,2017/10/31,19:10:00,"1,016.40",21.8,67,東北東,2.7,0,0
1494,臺北,2017/10/31,18:10:00,"1,015.70",21.7,68,東北東,2.4,0,0
1495,臺北,2017/10/31,17:10:00,"1,015.20",21.8,66,東北,4.9,0,0
1496,臺北,2017/10/31,16:10:00,"1,015.20",21.8,67,北北東,2.8,0,0
1497,臺北,2017/10/31,15:10:00,"1,015.40",22.2,62,東北,4.8,0,0
1498,臺北,2017/10/31,14:10:00,"1,015.70",22.6,61,北北東,3,0,0
1499,臺北,2017/10/31,13:10:00,"1,015.80",23,59,東北,3.4,0,0
1500,臺北,2017/10/31,12:10:00,"1,016.70",22.9,58,東北,4.3,0,0
1501,臺北,2017/10/31,11:10:00,"1,017.50",22.9,57,東北,4.6,0,0
1502,臺北,2017/10/31,10:10:00,"1,018.10",22.5,58,東北東,4.7,0,0
1503,臺北,2017/10/31,09:10:00,"1,018.30",22,62,東,2,0,0
1504,臺北,2017/10/31,08:10:00,"1,018.40",21.3,61,東北東,2.1,0,0
1505,臺北,2017/10/31,07:10:00,"1,018",20.8,63,東北,2.3,0,0
1506,臺北,2017/10/31,06:10:00,"1,017.50",20.5,65,東北,2.7,0,0
1507,臺北,2017/10/31,05:10:00,"1,017.10",20.4,65,東北,3.1,0,-
1508,臺北,2017/10/31,04:10:00,"1,017.10",19.4,71,北北東,1.5,0,-
1509,臺北,2017/10/31,03:10:00,"1,017.40",19.7,70,東北,2.5,0,-
1510,臺北,2017/10/31,02:10:00,"1,017.80",19.8,69,東北東,2.3,0,-
1511,臺北,2017/10/31,01:10:00,"1,018.60",19.4,75,東北東,2.2,0,-
1512,臺北,2017/10/31,00:10:00,"1,015.60",20.7,82,東北東,1.8,0,-
1513,臺北,2017/10/30,23:10:00,"1,019.30",19.1,75,東南東,2,0,-
1514,臺北,2017/10/30,22:10:00,"1,020.30",18.9,74,東北東,2.2,0,-
1515,臺北,2017/10/30,21:10:00,"1,020.40",20.5,64,東北,4.2,0,-
1516,臺北,2017/10/30,20:10:00,"1,020.20",20.8,61,東北東,2.9,0,-
1517,臺北,2017/10/30,19:10:00,"1,019.90",20.3,63,東北,3.2,0,0
1518,臺北,2017/10/30,18:10:00,"1,019.60",20.5,63,東北,3,0,0
1519,臺北,2017/10/30,17:10:00,"1,019.50",20.3,65,東北,2.1,0,0
1520,臺北,2017/10/30,16:10:00,"1,019.30",20,66,東北,2.1,0,0
1521,臺北,2017/10/30,15:10:00,"1,019.20",19.2,70,北北東,1.1,0,0
1522,臺北,2017/10/30,14:10:00,"1,019.40",19.6,65,東北,2.5,0,0
1523,臺北,2017/10/30,13:10:00,"1,020.10",20.4,60,東北,1.7,0,0
1524,臺北,2017/10/30,12:10:00,"1,020.90",20.2,58,東北東,3.5,0,0
1525,臺北,2017/10/30,11:10:00,"1,021.60",20.2,57,北北東,3.5,0,0
1526,臺北,2017/10/30,10:10:00,"1,022.30",20.5,55,東北,3,0,0
1527,臺北,2017/10/30,09:10:00,"1,022.30",20.6,55,北北東,2.7,0,0
1528,臺北,2017/10/30,08:10:00,"1,022.50",20.6,52,東北,2.8,0,0
1529,臺北,2017/10/30,07:10:00,"1,021.90",20.4,59,東北,2.4,0,0
1530,臺北,2017/10/30,06:10:00,"1,021.10",20.6,59,東北,3,0,0
1531,臺北,2017/10/30,05:10:00,"1,020",20.7,58,東北,3.1,0,-
1532,臺北,2017/10/30,04:10:00,"1,019.40",20.8,59,東北,3.2,0,-
1533,臺北,2017/10/30,03:10:00,"1,019.30",21.1,59,東北,2.9,0,-
1534,臺北,2017/10/30,02:10:00,"1,019.40",21.2,61,東北,4.7,0,-
1535,臺北,2017/10/30,01:10:00,"1,019.70",22,59,北北東,2.9,0,-
1536,臺北,2017/10/30,00:10:00,"1,019.10",20.2,70,東北,2.9,0,-
1537,臺北,2017/10/29,23:10:00,"1,019.70",22.8,58,東北,3.6,0,-
1538,臺北,2017/10/29,22:10:00,"1,019.70",22.7,59,東北,2.4,0,-
1539,臺北,2017/10/29,21:10:00,"1,019.80",22.7,61,北北東,2.5,0,-
1540,臺北,2017/10/29,20:10:00,"1,019.60",22.7,59,東北,1.7,0,-
1541,臺北,2017/10/29,19:10:00,"1,019.30",22.6,57,東北,2.2,0,0
1542,臺北,2017/10/29,18:10:00,"1,018.90",22.3,56,東北,1.9,0,0
1543,臺北,2017/10/29,17:10:00,"1,018",22.3,55,北,3.4,0,0.2
1544,臺北,2017/10/29,16:10:00,"1,017.90",22.5,53,北北東,4.1,0,0.8
1545,臺北,2017/10/29,15:10:00,"1,017.10",23.9,53,北北東,3.6,0,0.6
1546,臺北,2017/10/29,14:10:00,"1,016.70",23.7,54,北,2.8,0,0.4
1547,臺北,2017/10/29,13:10:00,"1,016.30",24.7,52,北,3.6,0,0.8
1548,臺北,2017/10/29,12:10:00,"1,016.40",23.5,55,北北東,3.6,0,0.4
1549,臺北,2017/10/29,11:10:00,"1,016.80",25,59,北,1.9,0,0.3
1550,臺北,2017/10/29,10:10:00,"1,017.20",23.3,61,東北,2.4,0,0.1
1551,臺北,2017/10/29,09:10:00,"1,017.30",22.8,62,東北,1.9,0,0.8
1552,臺北,2017/10/29,08:10:00,"1,016.80",22.3,70,東,0.6,0,0.3
1553,臺北,2017/10/29,07:10:00,"1,016.10",21,77,東北,1.5,0,0
1554,臺北,2017/10/29,06:10:00,"1,015.40",20.1,86,東南東,0.8,0,0
1555,臺北,2017/10/29,05:10:00,"1,014.30",19.9,86,東南,0.6,0,-
1556,臺北,2017/10/29,04:10:00,"1,013.80",19.9,84,南南東,1.5,0,-
1557,臺北,2017/10/29,03:10:00,"1,013.50",19.9,83,南南東,2.2,0,-
1558,臺北,2017/10/29,02:10:00,"1,013.30",20.6,80,東南,1.2,0,-
1559,臺北,2017/10/29,01:10:00,"1,013.10",21.4,74,南南西,0.8,0,-
1560,臺北,2017/10/29,00:10:00,"1,019.60",22.7,56,東北,3,0,-
1561,臺北,2017/10/28,23:10:00,"1,013.30",20.7,75,東南,1,0,-
1562,臺北,2017/10/28,22:10:00,"1,013.40",20.7,73,東南東,1.1,0,-
1563,臺北,2017/10/28,21:10:00,"1,013",21,70,南南東,2,0,-
1564,臺北,2017/10/28,20:10:00,"1,012.80",21.7,66,南南東,2.1,0,-
1565,臺北,2017/10/28,19:10:00,"1,012.30",22.5,62,風向不定,0.6,0,0
1566,臺北,2017/10/28,18:10:00,"1,011.50",22.6,60,靜風,0.2,0,0
1567,臺北,2017/10/28,17:10:00,"1,010.90",22.4,60,靜風,0.2,0,0
1568,臺北,2017/10/28,16:10:00,"1,010.40",22.7,61,西北西,1.2,0,0.5
1569,臺北,2017/10/28,15:10:00,"1,009.80",23.4,60,西,2.6,0,0.5
1570,臺北,2017/10/28,14:10:00,"1,009.70",23.2,63,西北西,1.7,0,0
1571,臺北,2017/10/28,13:10:00,"1,009.80",22.8,66,西,1.4,0,0
1572,臺北,2017/10/28,12:10:00,"1,010.30",22.6,68,西北西,1.6,0,0
1573,臺北,2017/10/28,11:10:00,"1,010.70",23,68,西北西,2.2,0,0
1574,臺北,2017/10/28,10:10:00,"1,010.90",22.7,71,西北西,0.7,0,0
1575,臺北,2017/10/28,09:10:00,"1,011",21.9,76,西北,1.2,0,0
1576,臺北,2017/10/28,08:10:00,"1,010.70",21.4,81,西北,0.3,0,0
1577,臺北,2017/10/28,07:10:00,"1,009.80",21,82,南南西,0.6,0,0
1578,臺北,2017/10/28,06:10:00,"1,009.40",20.8,83,南南東,1.5,0,0
1579,臺北,2017/10/28,05:10:00,"1,008.50",21.7,77,南,0.8,0,-
1580,臺北,2017/10/28,04:10:00,"1,008.10",21.5,77,北北西,0.5,0,-
1581,臺北,2017/10/28,03:10:00,"1,008.20",21.9,78,風向不定,0.3,0,-
1582,臺北,2017/10/28,02:10:00,"1,008.60",22,78,靜風,0.2,0,-
1583,臺北,2017/10/28,01:10:00,"1,008.60",21.9,80,南南東,0.3,0,-
1584,臺北,2017/10/28,00:10:00,"1,013.30",21,75,南南東,0.6,0,-
1585,臺北,2017/10/27,23:10:00,"1,008.90",22.8,71,東南,1.1,0,-
1586,臺北,2017/10/27,22:10:00,"1,009.30",23.2,67,南南東,1.2,0,-
1587,臺北,2017/10/27,21:10:00,"1,009.50",23.4,66,南南西,1.4,0,-
1588,臺北,2017/10/27,20:10:00,"1,009.70",23.9,61,東南東,1.3,0,-
1589,臺北,2017/10/27,19:10:00,"1,009.50",24,61,北北東,1.9,0,0
1590,臺北,2017/10/27,18:10:00,"1,009.50",24,62,風向不定,0.4,0,0
1591,臺北,2017/10/27,17:10:00,"1,008.90",24.3,57,北,1.8,0,0.3
1592,臺北,2017/10/27,16:10:00,"1,008.40",24.6,57,北,2.9,0,0.2
1593,臺北,2017/10/27,15:10:00,"1,008.40",24.8,57,北,3.3,0,0.1
1594,臺北,2017/10/27,14:10:00,"1,008.30",26,57,北,2.8,0,0.2
1595,臺北,2017/10/27,13:10:00,"1,008.70",24.5,61,北,1.6,0,0
1596,臺北,2017/10/27,12:10:00,"1,009.60",24.1,65,東南,0.6,0,0
1597,臺北,2017/10/27,11:10:00,"1,010.40",23.6,64,南南東,1,0,0.1
1598,臺北,2017/10/27,10:10:00,"1,011",24.3,58,西南西,1.1,0,0
1599,臺北,2017/10/27,09:10:00,"1,011.40",23.6,64,南,1,0,0.2
1600,臺北,2017/10/27,08:10:00,"1,011.30",22,66,南,0.8,0,0.1
1601,臺北,2017/10/27,07:10:00,"1,011.20",21.3,70,南南東,1,0,0
1602,臺北,2017/10/27,06:10:00,"1,010.70",20.8,70,東南東,0.7,0,0
1603,臺北,2017/10/27,05:10:00,"1,010.50",20.6,71,南,0.8,0,-
1604,臺北,2017/10/27,04:10:00,"1,010.10",20.5,71,南南東,1.3,0,-
1605,臺北,2017/10/27,03:10:00,"1,010.10",20.8,71,南南東,1.2,0,-
1606,臺北,2017/10/27,02:10:00,"1,010.40",21.1,71,南,0.8,0,-
1607,臺北,2017/10/27,01:10:00,"1,010.90",22,68,南,0.5,0,-
1608,臺北,2017/10/27,00:10:00,"1,008.50",21.8,79,東南,0.8,0,-
1609,臺北,2017/10/26,23:10:00,"1,011.80",22.8,62,北北東,1.6,0,-
1610,臺北,2017/10/26,22:10:00,"1,012.10",23.1,60,東北,2.4,0,-
1611,臺北,2017/10/26,21:10:00,"1,012.30",23.2,60,東北,3.1,0,-
1612,臺北,2017/10/26,20:10:00,"1,012.30",23.4,60,東北,3.7,0,-
1613,臺北,2017/10/26,19:10:00,"1,012",23.6,60,東北,2.6,0,0
1614,臺北,2017/10/26,18:10:00,"1,011.60",23.8,59,北北東,2.3,0,0
1615,臺北,2017/10/26,17:10:00,"1,011.20",23.8,58,北,2.9,0,0.6
1616,臺北,2017/10/26,16:10:00,"1,011",24.5,56,北北東,2.8,0,0.6
1617,臺北,2017/10/26,15:10:00,"1,011",25.1,54,北北東,3.8,0,0.8
1618,臺北,2017/10/26,14:10:00,"1,010.90",26.6,54,北北東,2.3,0,1
1619,臺北,2017/10/26,13:10:00,"1,011.70",26.8,52,北,4.3,0,1
1620,臺北,2017/10/26,12:10:00,"1,012.50",26.5,51,北北東,3.2,0,0.6
1621,臺北,2017/10/26,11:10:00,"1,013.50",25.7,53,東北,3.5,0,0.9
1622,臺北,2017/10/26,10:10:00,"1,014.20",24.6,56,東北,3.4,0,0.4
1623,臺北,2017/10/26,09:10:00,"1,014.60",24.1,58,東北,3.2,0,0.6
1624,臺北,2017/10/26,08:10:00,"1,014.30",22.8,67,南南東,1.1,0,0.8
1625,臺北,2017/10/26,07:10:00,"1,014.20",20.5,70,南,0.7,0,0.1
1626,臺北,2017/10/26,06:10:00,"1,013.70",19.3,73,南,0.8,0,0
1627,臺北,2017/10/26,05:10:00,"1,013.20",19.4,71,東南,0.4,0,-
1628,臺北,2017/10/26,04:10:00,"1,013.30",19.7,70,南,1.1,0,-
1629,臺北,2017/10/26,03:10:00,"1,013.20",20.1,69,南,1.1,0,-
1630,臺北,2017/10/26,02:10:00,"1,013.40",20.6,67,北北東,1.1,0,-
1631,臺北,2017/10/26,01:10:00,"1,014.10",21,66,東南東,1.3,0,-
1632,臺北,2017/10/26,00:10:00,"1,011.30",22.6,62,東北,1.5,0,-
1633,臺北,2017/10/25,23:10:00,"1,015.10",21.9,65,東南東,2,0,-
1634,臺北,2017/10/25,22:10:00,"1,015.40",22.1,65,東,2.1,0,-
1635,臺北,2017/10/25,21:10:00,"1,015.60",22,65,東南東,2,0,-
1636,臺北,2017/10/25,20:10:00,"1,015.70",22.5,63,東,1.9,0,-
1637,臺北,2017/10/25,19:10:00,"1,015.50",23,61,東,1.9,0,0
1638,臺北,2017/10/25,18:10:00,"1,015.20",23.6,59,東北,4.9,0,0
1639,臺北,2017/10/25,17:10:00,"1,015",23.9,57,東北,3.6,0,0.6
1640,臺北,2017/10/25,16:10:00,"1,014.80",24.5,54,東北,3.9,0,0.3
1641,臺北,2017/10/25,15:10:00,"1,014.60",24.9,55,東北,3.4,0,0.1
1642,臺北,2017/10/25,14:10:00,"1,014.60",25,52,東北,4.3,0,0
1643,臺北,2017/10/25,13:10:00,"1,015.20",25,50,東北,3.5,0,0
1644,臺北,2017/10/25,12:10:00,"1,016",24.5,53,東北,5.1,0,0
1645,臺北,2017/10/25,11:10:00,"1,016.70",23.9,56,東北,5.7,0,0.1
1646,臺北,2017/10/25,10:10:00,"1,017.40",24.1,59,東北,3.2,0,0
1647,臺北,2017/10/25,09:10:00,"1,017.80",23.5,60,東北,2.1,0,0
1648,臺北,2017/10/25,08:10:00,"1,017.70",22.6,63,東北,4.2,0,0
1649,臺北,2017/10/25,07:10:00,"1,017.30",22,65,東北東,2.8,0,0
1650,臺北,2017/10/25,06:10:00,"1,016.80",21.9,65,東北東,2,0,0
1651,臺北,2017/10/25,05:10:00,"1,016.30",22,65,東北東,2.1,0,-
1652,臺北,2017/10/25,04:10:00,"1,016",22.2,64,東北東,2.4,0,-
1653,臺北,2017/10/25,03:10:00,"1,016.30",22.1,65,東,1.5,0,-
1654,臺北,2017/10/25,02:10:00,"1,016.60",21.8,66,東北東,2,0,-
1655,臺北,2017/10/25,01:10:00,"1,016.80",21.9,66,東北東,2.9,0,-
1656,臺北,2017/10/25,00:10:00,"1,014.60",21.7,65,東南東,1.9,0,-
1657,臺北,2017/10/24,23:10:00,"1,017.20",21.8,69,東南東,1.6,0,-
1658,臺北,2017/10/24,22:10:00,"1,017.40",22.5,67,東北東,1.9,0,-
1659,臺北,2017/10/24,21:10:00,"1,017.50",22.5,67,東,2.1,0,-
1660,臺北,2017/10/24,20:10:00,"1,017.60",22.3,69,東,2.8,0,-
1661,臺北,2017/10/24,19:10:00,"1,017",23,65,東北東,2.9,0,0
1662,臺北,2017/10/24,18:10:00,"1,016.40",23,66,東北,2.9,0,0
1663,臺北,2017/10/24,17:10:00,"1,016.10",22.9,66,東北,3,0,0
1664,臺北,2017/10/24,16:10:00,"1,015.90",22.7,68,東北東,3.3,0,0
1665,臺北,2017/10/24,15:10:00,"1,015.70",23.2,67,東北,3.3,0,0.1
1666,臺北,2017/10/24,14:10:00,"1,015.90",23.4,69,東北,2.7,0,0.2
1667,臺北,2017/10/24,13:10:00,"1,015.80",24.7,65,東北,4.7,0,0.3
1668,臺北,2017/10/24,12:10:00,"1,016.50",23.2,71,東北東,2.6,0,0.1
1669,臺北,2017/10/24,11:10:00,"1,017.10",23.1,73,東,1.3,0,0
1670,臺北,2017/10/24,10:10:00,"1,017.80",22.1,76,東南東,1.6,0,0
1671,臺北,2017/10/24,09:10:00,"1,018.10",21.9,73,東,2.2,0,0
1672,臺北,2017/10/24,08:10:00,"1,017.70",21.7,70,東南,0.9,0,0.1
1673,臺北,2017/10/24,07:10:00,"1,017",20.4,73,南南東,1.4,0,0
1674,臺北,2017/10/24,06:10:00,"1,016.40",20.1,72,南,1.1,0,0
1675,臺北,2017/10/24,05:10:00,"1,015.70",20.4,72,南南東,1.6,0,-
1676,臺北,2017/10/24,04:10:00,"1,015.30",20.2,72,南南東,2.1,0,-
1677,臺北,2017/10/24,03:10:00,"1,015.20",20.3,72,南,1.1,0,-
1678,臺北,2017/10/24,02:10:00,"1,015",20.7,68,東,1.2,0,-
1679,臺北,2017/10/24,01:10:00,"1,015.20",21.1,67,東南東,1.9,0,-
1680,臺北,2017/10/24,00:10:00,"1,017.10",22.1,65,東,3.4,0,-
1681,臺北,2017/10/23,23:10:00,"1,015.50",21.3,69,南,0.3,0,-
1682,臺北,2017/10/23,22:10:00,"1,015.40",22.4,63,東,1.3,0,-
1683,臺北,2017/10/23,21:10:00,"1,015.50",22.3,64,東,1.2,0,-
1684,臺北,2017/10/23,20:10:00,"1,015.20",22.7,62,東北,2.2,0,-
1685,臺北,2017/10/23,19:10:00,"1,014.60",23,61,東北,2.7,0,0
1686,臺北,2017/10/23,18:10:00,"1,013.80",23,61,東北東,3,0,0
1687,臺北,2017/10/23,17:10:00,"1,013.50",23.2,60,東北,2.4,0,0
1688,臺北,2017/10/23,16:10:00,"1,012.90",23.8,58,東北,2.6,0,0.5
1689,臺北,2017/10/23,15:10:00,"1,012.70",24.7,56,東北,3.5,0,0.8
1690,臺北,2017/10/23,14:10:00,"1,012.20",25,54,東北,2.6,0,0.9
1691,臺北,2017/10/23,13:10:00,"1,012.40",25.3,54,北北東,3.1,0,0.7
1692,臺北,2017/10/23,12:10:00,"1,013.20",24.8,54,東北東,2.9,0,0.6
1693,臺北,2017/10/23,11:10:00,"1,013.70",22.4,62,北北西,0.3,0,0
1694,臺北,2017/10/23,10:10:00,"1,014",21.4,65,南南西,0.6,0,0
1695,臺北,2017/10/23,09:10:00,"1,013.60",21.2,66,南,0.6,0,0
1696,臺北,2017/10/23,08:10:00,"1,013",20.4,67,東南,0.7,0,0
1697,臺北,2017/10/23,07:10:00,"1,012.30",20,67,南南東,1,0,0
1698,臺北,2017/10/23,06:10:00,"1,011.90",19.7,67,南,1.2,0,0
1699,臺北,2017/10/23,05:10:00,"1,011",19.6,67,東南東,0.8,0,-
1700,臺北,2017/10/23,04:10:00,"1,010.80",19.2,68,東南,0.5,0,-
1701,臺北,2017/10/23,03:10:00,"1,010.60",19.6,67,東南,0.9,0,-
1702,臺北,2017/10/23,02:10:00,"1,010.70",19.3,67,東南東,1,0,-
1703,臺北,2017/10/23,01:10:00,"1,010.60",19.5,66,南,0.7,0,-
1704,臺北,2017/10/23,00:10:00,"1,015.30",21,69,南南東,1,0,-
1705,臺北,2017/10/22,23:10:00,"1,011",19.7,62,南南東,1.3,0,-
1706,臺北,2017/10/22,22:10:00,"1,010.90",19.5,64,南南東,1.5,0,-
1707,臺北,2017/10/22,21:10:00,"1,010.80",19.7,63,東南,1.4,0,-
1708,臺北,2017/10/22,20:10:00,"1,010.50",20.7,54,北北東,0.3,0,-
1709,臺北,2017/10/22,19:10:00,"1,010.10",21.2,52,北北東,1.1,0,0
1710,臺北,2017/10/22,18:10:00,"1,009.20",21.4,53,北北西,0.3,0,0
1711,臺北,2017/10/22,17:10:00,"1,008.40",21.9,52,東北,0.9,0,0.5
1712,臺北,2017/10/22,16:10:00,"1,007.90",22.7,49,北,1.5,0,0.7
1713,臺北,2017/10/22,15:10:00,"1,007.40",24.6,47,西北,1.4,0,1
1714,臺北,2017/10/22,14:10:00,"1,007.20",24.2,50,西北,1.5,0,0.7
1715,臺北,2017/10/22,13:10:00,"1,007.50",24.5,51,西北西,3.5,0,0.5
1716,臺北,2017/10/22,12:10:00,"1,008.10",24,53,西北,3.2,0,0.3
1717,臺北,2017/10/22,11:10:00,"1,008.70",23,55,西北,1.9,0,0
1718,臺北,2017/10/22,10:10:00,"1,009.20",22.7,58,西北,1.7,0,0
