序號,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s)
2509,1007.3,33.2,52,5,1.9
2510,1007.9,31.4,55,2,0.7
2511,1008.4,29.5,59,5,0.9
2512,1008.3,27.9,60,8,1.2
2513,1008.0,25.8,62,8,2.4
2514,1007.3,25.5,62,8,1.8
2515,1006.8,25.7,61,8,1.9
2516,1006.3,26.0,59,8,1.9
2517,1006.2,26.2,60,8,0.8
2518,1006.4,26.1,60,5,0.5
2519,1006.7,26.3,60,4,0.9
2520,1007.0,28.6,63,7,0.8
2521,1007.0,26.6,59,4,3.2
2522,1007.3,26.6,59,4,3.0
2523,1007.5,26.6,59,3,3.4
2524,1007.2,26.8,59,3,3.7
2525,1006.7,26.9,57,3,5.0
2526,1006.3,27.5,55,3,4.1
2527,1006.0,28.7,51,4,4.5
2528,1005.8,29.8,54,3,4.7
2529,1005.5,30.8,53,2,4.2
2530,1005.8,31.3,51,2,3.7
2531,1006.4,30.9,51,3,4.6
2532,1007.4,31.0,50,3,3.9
2533,1008.4,29.9,53,4,3.4
2534,1009.0,29.3,53,4,4.0
2535,1009.2,28.0,58,3,4.8
2536,1009.1,26.8,59,4,4.0
2537,1008.6,24.8,60,4,1.3
2538,1008.2,23.5,60,6,1.3
2539,1007.5,23.5,63,7,0.5
2540,1007.3,24.2,63,5,1.1
2541,1006.9,24.2,63,6,1.2
2542,1007.1,24.5,63,6,1.4
2543,1007.2,24.9,62,5,0.8
2544,1006.9,26.3,61,4,2.6
2545,1008.0,25.5,62,4,1.9
2546,1008.2,25.9,60,3,3.9
2547,1007.9,26.2,60,3,4.7
2548,1007.5,26.3,61,3,3.9
2549,1006.7,26.9,59,3,4.3
2550,1006.2,27.3,58,3,4.1
2551,1005.6,27.6,57,3,6.0
2552,1005.0,29.4,56,3,4.6
2553,1004.5,30.5,54,3,3.4
2554,1004.4,32.0,53,3,2.4
2555,1005.0,31.0,54,3,3.9
2556,1006.0,31.5,53,5,2.0
2557,1006.9,31.1,54,4,1.6
2558,1007.3,29.8,55,5,1.9
2559,1007.2,29.3,58,2,1.4
2560,1006.9,27.5,63,3,3.0
2561,1006.3,25.6,67,8,0.8
2562,1005.7,24.9,68,7,2.1
2563,1005.2,25.3,65,8,1.3
2564,1004.8,25.2,63,7,2.5
2565,1005.0,25.4,63,7,1.7
2566,1005.2,25.7,63,7,1.5
2567,1005.3,25.9,61,9,1.6
2568,1007.4,25.3,62,5,2.0
2569,1005.5,27.0,58,7,1.3
2570,1005.9,27.6,57,7,1.6
2571,1005.6,27.9,57,7,2.5
2572,1005.1,28.3,57,5,2.2
2573,1004.4,28.6,56,5,1.9
2574,1003.9,29.0,57,5,3.0
2575,1003.3,30.2,53,3,2.3
2576,1002.7,33.0,43,14,0.9
2577,1002.8,33.3,43,14,1.6
2578,1003.1,33.3,42,14,1.5
2579,1003.9,33.8,52,14,2.3
2580,1004.6,33.5,53,15,1.7
2581,1005.4,32.6,54,13,1.4
2582,1005.8,30.9,58,13,1.0
2583,1005.9,30.3,62,13,1.0
2584,1005.9,29.4,58,13,1.4
2585,1005.3,28.6,60,12,0.8
2586,1004.8,27.6,63,15,0.3
2587,1004.3,27.7,65,11,0.8
2588,1004.1,27.4,68,17,0.2
2589,1004.6,28.0,67,11,1.1
2590,1005.1,28.4,67,12,1.3
2591,1005.4,28.7,67,11,1.9
2592,1005.4,26.2,62,9,0.5
2593,1005.3,29.0,64,15,1.1
2594,1004.9,29.5,59,17,0.1
2595,1004.2,30.1,57,13,0.7
2596,1003.7,30.3,56,12,1.1
2597,1003.3,30.7,52,11,1.9
2598,1003.2,31.3,51,13,1.5
2599,1003.1,31.9,51,13,1.3
2600,1002.6,32.0,52,13,1.6
2601,1002.8,32.4,52,13,1.3
2602,1003.0,32.1,52,13,1.5
2603,1004.0,32.1,52,13,3.0
2604,1004.5,32.1,54,14,2.7
2605,1004.7,31.7,55,13,3.6
2606,1005.1,30.6,58,13,3.7
2607,1005.3,29.8,59,13,2.4
2608,1005.1,29.5,60,13,1.7
2609,1005.0,28.3,60,12,1.6
2610,1004.2,27.5,62,11,1.2
2611,1003.9,27.9,60,13,1.5
2612,1003.5,26.5,65,13,1.1
2613,1003.2,27.5,61,12,1.7
2614,1003.4,27.4,61,12,1.7
2615,1003.6,27.7,61,12,1.6
2616,1005.4,28.7,68,13,1.4
2617,1004.3,28.5,59,12,1.7
2618,1004.4,28.2,60,13,1.6
2619,1004.4,28.8,58,12,1.9
2620,1004.0,28.8,58,12,2.4
2621,1003.3,28.7,58,12,2.4
2622,1003.1,28.6,59,13,2.4
2623,1003.3,28.6,61,13,2.3
2624,1003.0,28.7,63,13,1.9
2625,1002.8,28.6,65,13,2.3
2626,1003.6,27.8,68,13,2.2
2627,1004.3,26.6,74,13,2.0
2628,1004.9,26.5,75,13,2.5
2629,1005.5,25.5,76,11,2.3
2630,1005.5,24.8,77,12,1.9
2631,1005.2,24.3,78,11,1.9
2632,1005.1,24.7,77,11,1.9
2633,1004.8,24.3,76,11,4.0
2634,1004.4,24.6,75,11,2.5
2635,1004.3,25.0,75,11,2.8
2636,1004.2,25.0,76,12,1.9
2637,1004.7,25.7,70,13,1.9
2638,1004.8,27.0,67,14,2.3
2639,1005.2,27.0,68,14,2.9
2640,1004.1,28.2,59,12,2.0
2641,1006.2,27.1,70,14,1.7
2642,1006.8,27.3,70,14,1.6
2643,1007.1,27.0,71,15,1.9
2644,1006.7,26.9,71,15,1.1
2645,1006.5,26.8,73,15,1.2
2646,1006.4,26.8,72,16,1.4
2647,1005.7,27.1,72,15,0.9
2648,1005.9,27.0,75,15,1.3
2649,1005.8,26.8,75,14,1.4
2650,1006.3,26.6,77,14,0.9
2651,1007.1,26.7,77,14,1.0
2652,1007.8,26.3,77,15,1.3
2653,1007.8,27.6,74,14,0.6
2654,1007.7,27.9,75,12,1.5
2655,1008.2,27.4,77,1,1.0
2656,1007.9,27.6,76,1,1.2
2657,1007.4,27.1,78,3,1.4
2658,1006.8,26.8,78,3,1.4
2659,1005.9,26.5,82,2,1.0
2660,1005.4,25.9,80,4,2.6
2661,1005.3,27.3,80,5,1.0
2662,1005.8,27.1,80,4,0.7
2663,1006.5,26.7,81,14,0.3
2664,1005.5,27.2,68,14,2.7
2665,1007.5,29.4,65,5,1.8
2666,1007.8,29.1,66,6,2.5
2667,1007.7,29.3,68,4,3.3
2668,1007.0,29.3,68,3,3.2
2669,1006.9,29.5,67,4,4.8
2670,1006.2,29.8,65,3,5.9
2671,1005.7,30.2,62,3,6.6
2672,1005.5,31.3,63,2,5.2
2673,1005.5,31.4,66,3,5.3
2674,1005.5,32.4,66,3,4.7
2675,1005.8,33.3,62,3,5.2
2676,1006.2,34.5,60,3,4.0
2677,1006.5,33.6,63,2,3.9
2678,1006.6,34.0,58,3,4.4
2679,1006.7,32.4,61,3,3.6
2680,1006.6,31.1,61,3,3.2
2681,1006.5,28.2,63,6,1.0
2682,1006.2,26.8,66,17,0.0
2683,1005.8,27.0,65,10,1.2
2684,1005.8,27.8,65,6,1.1
2685,1005.8,28.7,63,4,2.2
2686,1006.1,28.8,63,3,0.7
2687,1006.2,29.1,64,6,1.8
2688,1007.2,26.8,78,5,0.6
2689,1006.9,29.4,65,5,1.2
2690,1007.1,29.5,65,6,1.5
2691,1007.1,30.1,62,4,2.2
2692,1006.6,30.6,61,1,1.5
2693,1005.4,31.0,56,1,1.2
2694,1004.7,31.5,53,1,1.7
2695,1004.4,32.2,52,16,1.4
2696,1004.4,33.3,50,15,1.2
2697,1004.5,33.5,52,15,1.2
2698,1004.8,34.0,55,14,0.9
2699,1005.1,35.3,55,13,2.2
2700,1005.9,34.5,49,5,1.2
2701,1006.4,33.6,51,12,0.3
2702,1006.6,33.0,59,5,1.4
2703,1006.9,30.8,65,8,0.7
2704,1006.7,28.8,70,8,1.6
2705,1006.2,27.0,71,8,2.2
2706,1005.9,26.2,73,8,1.4
2707,1005.6,26.5,72,8,1.3
2708,1005.7,26.7,71,7,1.1
2709,1005.6,27.1,69,7,0.6
2710,1005.7,27.4,68,8,1.9
2711,1006.4,27.6,68,8,2.8
2712,1006.7,29.2,65,3,1.6
2713,1007.5,28.6,66,8,1.9
2714,1007.9,28.9,66,8,1.4
2715,1007.7,29.6,66,4,1.1
2716,1007.4,29.9,65,4,1.7
2717,1007.3,29.9,68,5,1.4
2718,1007.1,30.0,68,4,2.1
2719,1006.8,30.4,67,3,3.4
2720,1006.7,31.3,61,15,0.5
2721,1006.5,31.5,63,15,0.8
2722,1006.7,33.2,62,14,1.0
2723,1006.8,33.0,64,14,2.5
2724,1007.0,32.6,65,14,2.6
2725,1007.3,33.4,60,10,0.5
2726,1007.6,32.8,66,5,0.4
2727,1008.0,31.1,71,3,0.6
2728,1008.0,29.1,74,6,0.3
2729,1007.8,27.6,74,6,0.7
2730,1007.5,27.2,75,8,1.1
2731,1007.0,27.2,75,8,1.5
2732,1006.7,27.2,76,7,0.4
2733,1006.7,27.5,75,6,1.5
2734,1006.7,27.8,74,7,1.1
2735,1006.8,28.1,74,9,1.4
2736,1006.9,27.8,68,7,2.1
2737,1007.0,29.2,67,4,0.5
2738,1007.2,29.3,68,4,1.6
2739,1007.3,29.5,70,4,1.4
2740,1006.5,29.7,69,3,2.0
2741,1005.9,30.0,67,6,1.3
2742,1005.6,30.1,66,9,0.8
2743,1005.3,30.3,67,8,1.0
2744,1005.6,29.7,69,11,1.1
2745,1005.8,30.4,70,11,1.9
2746,1006.0,30.3,71,11,2.0
2747,1006.2,28.4,77,9,2.2
2748,1006.6,32.9,65,13,2.0
2749,1006.9,33.3,64,14,0.6
2750,1007.4,31.6,67,13,2.3
2751,1007.6,30.0,75,13,1.0
2752,1007.1,28.9,77,11,0.5
2753,1006.8,27.7,78,8,0.9
2754,1006.5,27.5,78,8,0.9
2755,1006.3,27.3,80,8,0.9
2756,1005.8,27.4,80,7,1.2
2757,1005.7,27.2,81,9,1.1
2758,1005.9,27.5,81,8,1.1
2759,1006.0,27.4,82,8,0.8
2760,1007.0,28.6,71,8,0.8
2761,1007.0,28.6,79,5,1.4
2762,1007.3,28.5,80,4,1.3
2763,1007.4,28.4,82,4,0.9
2764,1006.6,28.3,83,5,1.1
2765,1006.1,28.6,82,4,1.6
2766,1005.7,28.4,82,6,1.6
2767,1005.6,27.8,82,4,0.8
2768,1005.8,27.6,80,12,1.3
2769,1005.8,27.2,82,3,4.7
2770,1005.4,29.8,76,15,2.4
2771,1005.9,32.9,64,14,0.7
2772,1006.5,33.0,61,11,0.9
2773,1007.2,31.1,64,10,0.3
2774,1007.4,31.8,64,13,0.9
2775,1007.8,32.0,67,15,0.5
2776,1007.3,30.5,71,9,0.9
2777,1007.0,29.1,73,4,1.2
2778,1006.6,28.4,75,8,1.1
2779,1006.1,28.6,74,10,0.8
2780,1005.9,28.8,74,6,1.2
2781,1005.9,29.4,69,10,1.0
2782,1006.2,30.1,66,12,1.3
2783,1006.7,30.2,68,12,1.4
2784,1006.6,27.9,82,8,0.7
2785,1006.5,30.2,69,10,1.1
2786,1006.2,30.4,67,9,1.5
2787,1006.2,30.4,66,6,0.6
2788,1005.8,30.8,65,7,1.9
2789,1005.2,31.0,64,4,1.8
2790,1004.6,30.9,65,5,1.9
2791,1004.1,31.1,66,3,2.3
2792,1003.8,31.6,66,3,3.0
2793,1004.0,33.1,65,16,2.2
2794,1004.4,32.2,65,16,2.6
2795,1004.7,32.6,66,14,0.9
2796,1005.3,32.5,61,12,2.7
2797,1005.6,32.2,62,13,1.8
2798,1005.9,31.6,65,12,2.2
2799,1005.9,30.6,68,11,1.3
2800,1005.7,29.8,69,12,2.2
2801,1004.8,29.7,69,13,2.1
2802,1004.0,29.6,69,12,1.9
2803,1003.7,29.7,69,12,1.6
2804,1003.3,29.8,68,13,2.8
2805,1003.3,30.1,67,12,2.4
2806,1003.2,30.2,67,13,0.9
2807,1003.4,30.0,68,17,0.1
2808,1006.5,30.2,72,12,1.7
2809,1004.3,30.6,66,10,2.1
2810,1004.5,31.1,65,11,2.0
2811,1004.3,31.1,66,11,1.9
2812,1003.8,31.3,65,11,1.9
2813,1002.5,31.4,66,11,2.2
2814,1001.9,31.9,65,13,3.3
2815,1001.1,33.1,63,14,0.7
2816,1000.7,33.6,62,15,2.0
2817,1000.1,35.1,59,14,2.2
2818,1000.0,35.1,56,3,2.8
2819,1000.6,35.4,55,5,3.1
2820,1001.2,34.6,56,4,4.0
2821,1001.9,34.4,56,5,4.5
2822,1002.2,34.1,57,6,4.0
2823,1002.6,32.8,60,4,3.5
2824,1003.0,31.9,64,5,2.5
2825,1003.2,30.3,65,4,2.3
2826,1003.2,29.6,67,4,1.5
2827,1003.0,29.6,67,6,1.6
2828,1002.8,30.0,65,5,3.3
2829,1002.6,29.9,65,5,3.9
2830,1003.3,29.7,65,5,2.0
2831,1003.7,29.7,65,5,1.6
2832,1003.8,30.3,67,13,1.8
2833,1004.8,29.6,65,3,4.7
2834,1005.0,29.9,64,4,3.8
2835,1005.1,29.8,69,3,3.4
2836,1004.9,29.6,71,3,4.1
2837,1004.2,29.7,72,3,6.2
2838,1003.8,30.3,69,3,4.7
2839,1003.3,31.2,66,3,4.8
2840,1003.2,32.8,61,3,3.7
2841,1003.1,33.5,58,3,5.1
2842,1003.4,34.8,56,3,2.3
2843,1004.1,34.0,57,3,5.1
2844,1005.1,34.0,60,3,3.6
2845,1005.6,34.4,60,1,3.2
2846,1006.3,33.7,62,3,1.6
2847,1006.7,30.9,70,4,1.8
2848,1006.9,29.2,76,5,0.6
2849,1006.7,27.5,78,8,0.5
2850,1006.5,26.7,78,7,1.1
2851,1006.3,27.0,78,5,0.7
2852,1006.3,27.2,79,8,1.6
2853,1006.2,27.5,78,7,1.3
2854,1006.1,27.7,77,11,1.1
2855,1006.5,28.2,77,10,0.9
2856,1004.3,29.3,67,5,2.8
2857,1007.5,28.5,75,4,0.9
2858,1007.6,28.7,75,4,1.5
2859,1007.2,28.6,75,4,2.0
2860,1006.6,28.8,73,4,2.6
2861,1005.5,29.1,71,3,3.6
2862,1005.0,30.0,69,3,2.3
2863,1004.6,30.9,66,3,1.3
2864,1004.7,31.1,64,3,3.0
2865,1004.8,31.6,67,3,2.0
2866,1005.5,30.8,69,2,1.6
2867,1005.8,31.1,69,19,0.7
2868,1006.4,31.0,70,13,1.0
2869,1006.8,32.0,72,13,0.7
2870,1007.2,30.2,76,8,0.9
2871,1007.4,28.2,83,9,0.4
2872,1007.2,26.0,86,8,0.7
2873,1007.0,25.3,87,6,0.4
2874,1006.5,24.8,89,8,0.6
2875,1006.1,24.6,89,5,1.2
2876,1005.7,24.5,90,3,0.6
2877,1005.6,24.7,88,17,0.2
2878,1006.1,24.8,88,5,1.0
2879,1006.7,24.9,88,4,0.9
2880,1007.2,28.4,76,9,1.0
2881,1007.7,25.1,87,7,1.5
2882,1007.7,25.2,87,9,1.1
2883,1008.0,25.2,87,6,1.9
2884,1007.3,25.2,87,6,0.9
2885,1006.6,25.7,86,6,1.8
2886,1005.8,25.7,86,6,1.2
2887,1005.4,25.8,86,6,1.1
2888,1004.8,25.8,86,7,0.7
2889,1004.8,25.7,86,10,1.4
2890,1005.0,25.9,84,6,0.9
2891,1005.2,26.4,86,5,1.3
2892,1005.6,26.5,87,2,2.3
2893,1006.1,26.2,88,16,1.0
2894,1006.2,26.7,85,7,0.3
2895,1005.9,25.6,87,6,0.5
2896,1005.6,25.0,89,17,0.1
2897,1005.3,25.3,86,9,1.2
2898,1004.2,25.3,83,4,2.1
2899,1004.0,26.0,80,6,1.3
2900,1003.2,26.0,83,5,1.8
2901,1003.3,25.8,84,4,1.2
2902,1003.0,25.9,81,3,2.2
2903,1003.6,25.6,81,4,1.5
2904,1007.3,25.0,88,17,0.0
2905,1004.3,25.0,81,5,1.8
2906,1004.7,24.9,80,4,1.7
2907,1005.0,25.1,81,5,2.5
2908,1004.4,25.2,82,4,3.5
2909,1004.0,26.1,81,4,2.4
2910,1003.0,27.0,80,4,1.7
2911,1002.4,26.9,81,5,2.3
2912,1002.0,27.1,77,3,3.3
2913,1001.4,28.8,72,4,3.5
2914,1001.4,28.6,72,3,3.3
2915,1001.9,27.7,76,3,5.2
2916,1002.3,27.2,79,3,5.4
2917,1002.7,27.1,82,3,4.1
2918,1002.9,26.8,83,3,3.5
2919,1002.7,26.6,83,3,3.7
2920,1002.1,26.8,82,4,2.7
2921,1001.5,26.4,84,3,4.5
2922,1001.0,26.1,83,4,3.5
2923,1000.8,25.8,85,4,2.8
2924,1001.0,25.5,86,3,3.3
2925,1001.1,25.7,84,4,2.6
2926,1001.3,25.4,83,3,3.1
2927,1001.8,25.8,85,3,4.0
2928,1004.1,24.9,84,5,0.9
2929,1002.7,25.8,86,4,3.2
2930,1003.4,25.8,86,5,2.5
2931,1003.2,26.6,83,5,2.5
2932,1002.5,26.9,81,4,2.8
2933,1001.5,27.2,81,3,4.0
2934,1001.3,27.2,82,3,3.4
2935,1000.6,27.1,82,3,5.3
2936,1000.9,27.3,82,3,3.2
2937,1001.0,27.6,80,3,3.8
2938,1001.3,28.4,80,4,3.3
2939,1001.9,27.7,81,3,4.0
2940,1002.9,26.6,80,3,3.6
2941,1003.4,27.8,76,4,3.8
2942,1003.3,28.8,74,3,4.6
2943,1003.1,29.5,72,3,4.2
2944,1002.5,29.3,72,4,4.9
2945,1002.2,28.5,75,3,3.8
2946,1001.9,28.2,75,4,4.6
2947,1001.1,28.4,74,3,4.2
2948,1001.4,28.2,75,3,4.9
2949,1001.8,28.3,75,3,3.4
2950,1002.3,28.2,75,3,4.1
2951,1002.6,27.9,76,3,3.8
2952,1002.1,25.9,84,3,4.3
2953,1003.7,28.1,73,3,3.5
2954,1003.9,28.7,70,3,4.3
2955,1004.1,29.0,70,3,4.3
2956,1003.6,29.2,68,3,4.5
2957,1003.3,29.2,68,3,4.2
2958,1002.8,29.4,66,3,5.7
2959,1002.3,29.6,65,3,6.3
2960,1002.3,29.7,67,3,6.4
2961,1002.4,30.9,64,2,5.3
2962,1002.6,31.6,64,3,4.1
2963,1003.0,32.7,60,3,5.6
2964,1003.7,32.5,61,3,5.1
2965,1004.2,32.1,58,3,6.5
2966,1004.1,32.2,61,3,4.9
2967,1004.3,31.0,64,3,4.8
2968,1004.3,31.0,66,3,4.1
2969,1004.2,29.0,71,3,2.8
2970,1003.6,28.6,72,4,2.0
2971,1003.0,28.9,68,3,3.9
2972,1003.5,28.8,71,4,2.0
2973,1003.4,28.8,73,4,2.5
2974,1003.6,29.1,70,3,2.7
2975,1004.0,29.1,69,4,3.3
2976,1003.1,27.8,76,3,4.7
2977,1004.3,29.5,69,3,3.2
2978,1004.8,29.8,65,3,3.5
2979,1005.3,29.9,65,4,3.4
2980,1005.4,30.1,65,3,2.8
2981,1005.0,30.5,63,3,3.9
2982,1004.4,31.0,61,4,4.3
2983,1003.7,31.3,61,5,3.5
2984,1003.4,30.8,65,3,4.0
2985,1003.2,31.2,62,3,5.0
2986,1003.0,32.8,59,3,4.5
2987,1003.6,31.5,62,4,4.2
2988,1004.1,31.6,63,3,4.7
2989,1004.2,31.0,65,3,5.3
2990,1004.4,31.3,64,3,3.9
2991,1004.8,31.6,67,4,2.9
2992,1004.9,30.7,70,3,1.9
2993,1005.2,29.2,69,6,1.8
2994,1004.9,28.4,71,4,1.8
2995,1004.6,28.6,70,3,3.2
2996,1004.4,29.0,66,3,3.9
2997,1004.8,29.2,64,3,3.3
2998,1005.0,29.3,64,3,3.0
2999,1005.8,29.5,65,4,3.4
3000,1003.9,29.4,68,3,4.1
3001,1006.2,29.9,66,3,3.6
3002,1006.7,30.1,65,4,4.6
3003,1006.8,30.1,66,3,3.9
3004,1006.2,30.4,65,3,3.9
3005,1005.9,30.8,62,3,4.1
3006,1005.3,31.5,58,4,4.7
3007,1004.7,31.8,62,3,4.4
3008,1004.3,33.0,60,3,4.6
3009,1004.1,33.2,59,3,4.8
3010,1004.4,33.6,57,3,5.5
3011,1004.9,34.5,58,1,4.0
3012,1005.3,33.9,60,3,5.2
3013,1005.9,32.9,61,3,4.0
3014,1006.6,33.3,61,3,3.8
3015,1006.7,32.4,63,3,3.0
3016,1006.9,30.6,68,4,4.1
3017,1006.9,29.3,70,4,3.2
3018,1006.7,28.4,72,3,3.7
3019,1006.0,28.3,72,3,3.7
3020,1005.9,28.4,70,3,2.5
3021,1005.9,28.6,68,3,3.0
3022,1006.0,28.8,67,4,2.7
3023,1006.2,28.9,67,3,2.3
3024,1005.9,29.7,66,3,1.9
3025,1007.3,29.2,63,3,2.5
3026,1007.4,29.6,60,3,3.5
3027,1007.5,29.9,60,4,2.8
3028,1007.1,30.1,59,4,4.0
3029,1006.4,30.7,58,3,3.5
3030,1005.9,31.6,58,4,3.3
3031,1005.4,31.7,60,3,3.8
3032,1005.0,33.0,58,2,4.1
3033,1004.9,33.8,54,3,4.6
3034,1005.6,34.9,53,2,2.3
3035,1006.0,34.6,51,2,4.0
3036,1006.7,35.8,50,2,2.5
3037,1007.2,34.8,52,1,2.2
3038,1007.9,33.9,57,1,2.0
3039,1008.6,31.4,67,5,0.8
3040,1009.0,29.4,74,5,0.8
3041,1009.2,27.3,76,8,1.4
3042,1009.1,26.5,78,5,1.1
3043,1009.2,26.8,76,7,1.4
3044,1009.0,26.2,81,8,0.7
3045,1009.2,26.5,79,7,1.2
3046,1009.4,26.6,80,9,0.5
3047,1009.8,26.4,81,8,1.4
3048,1006.7,29.1,65,3,3.0
3049,1009.9,26.6,82,8,1.9
3050,1010.1,26.9,83,9,1.1
3051,1009.8,26.4,85,17,0.1
3052,1009.5,26.2,83,5,0.3
3053,1009.5,25.5,84,5,0.7
3054,1008.7,27.5,79,13,2.7
3055,1007.7,28.8,80,9,1.9
3056,1006.3,33.6,55,14,1.1
3057,1006.1,33.3,55,14,1.8
3058,1006.3,33.3,59,13,3.2
3059,1006.7,35.5,53,13,2.2
3060,1007.2,34.8,53,14,0.7
3061,1007.8,34.7,51,12,1.6
3062,1008.3,34.5,55,14,0.5
3063,1008.6,31.9,58,8,0.9
3064,1008.1,31.0,59,6,0.8
3065,1007.4,30.3,59,3,1.1
3066,1006.9,29.6,60,3,1.6
3067,1006.1,29.9,59,6,4.2
3068,1005.7,29.9,60,6,2.4
3069,1005.4,30.1,60,4,3.4
3070,1005.5,30.2,59,4,2.4
3071,1005.7,30.3,60,5,3.9
3072,1010.1,26.4,83,7,0.9
3073,1006.2,30.8,58,4,4.2
3074,1005.6,31.0,58,5,4.2
3075,1005.3,31.1,58,5,5.4
3076,1004.9,31.0,59,5,3.8
3077,1004.5,31.1,58,4,4.3
3078,1004.3,31.7,56,5,3.8
3079,1004.0,32.4,55,5,4.0
3080,1004.0,33.2,55,5,5.4
3081,1004.0,33.6,54,5,4.5
3082,1003.6,34.8,50,5,5.6
3083,1004.3,35.1,51,5,4.9
3084,1004.5,34.3,52,5,5.5
3085,1004.6,34.0,53,5,5.1
3086,1005.2,33.8,52,5,4.9
3087,1005.3,33.0,55,5,4.6
3088,1005.2,31.8,59,4,3.2
3089,1004.8,30.0,63,3,2.0
3090,1004.4,29.2,64,3,1.3
3091,1004.0,28.6,64,6,1.5
3092,1003.8,29.1,62,9,0.9
3093,1003.7,29.4,61,4,1.1
3094,1004.1,29.5,61,6,2.0
3095,1004.4,29.7,60,5,1.5
3096,1005.8,30.5,59,4,4.7
3097,1005.1,30.3,59,5,2.7
3098,1005.1,30.6,59,4,3.5
3099,1005.1,30.6,59,4,2.7
3100,1004.7,30.8,59,4,3.5
3101,1003.8,30.9,58,5,2.8
3102,1003.7,31.7,55,6,3.1
3103,1003.4,32.5,54,5,3.6
3104,1003.2,33.6,56,15,2.3
3105,1003.2,34.3,56,13,1.6
3106,1003.1,34.8,54,13,2.4
3107,1003.4,36.8,48,11,0.7
3108,1003.7,35.6,49,5,2.9
3109,1004.3,34.3,52,5,3.5
3110,1004.5,33.5,54,3,2.9
3111,1005.3,31.9,62,5,2.8
3112,1005.9,30.2,72,3,2.1
3113,1006.1,27.6,77,4,0.8
3114,1006.0,26.8,79,8,1.6
3115,1006.0,26.9,77,7,1.3
3116,1005.8,27.1,77,8,1.4
3117,1006.1,27.3,77,8,1.4
3118,1006.2,27.3,77,8,1.3
3119,1006.4,27.4,79,8,0.9
3120,1004.9,30.1,59,5,2.4
3121,1007.2,27.9,81,9,0.7
3122,1007.1,28.2,79,9,0.9
3123,1007.1,28.1,80,5,1.5
3124,1006.4,28.8,80,9,1.2
3125,1006.0,29.0,80,7,1.2
3126,1005.5,29.2,78,6,2.3
3127,1005.1,29.4,82,9,0.6
3128,1005.1,32.0,64,14,0.8
3129,1004.9,32.7,63,14,1.5
3130,1005.2,33.3,60,13,1.6
3131,1005.8,33.9,60,13,1.8
3132,1005.9,34.3,54,13,1.3
3133,1006.6,34.0,57,8,2.0
3134,1006.9,33.9,58,4,1.1
3135,1007.5,31.9,65,8,0.4
3136,1007.7,29.8,72,9,0.7
3137,1007.3,27.8,74,7,1.9
3138,1007.2,27.4,76,8,1.8
3139,1006.7,27.3,78,6,0.7
3140,1006.5,27.6,77,5,1.2
3141,1006.4,28.0,75,8,2.0
3142,1006.5,28.2,76,10,0.8
3143,1006.8,28.4,75,6,1.3
3144,1007.0,27.8,79,7,1.5
3145,1007.6,28.5,76,6,1.6
3146,1007.4,28.6,77,5,1.6
3147,1006.9,28.9,78,6,1.8
3148,1006.5,28.6,80,7,0.9
3149,1005.4,28.7,76,11,1.3
3150,1004.9,28.7,73,3,3.7
3151,1003.9,32.3,57,14,1.6
3152,1003.4,33.1,54,14,1.6
3153,1003.0,34.4,54,13,0.5
3154,1003.3,34.5,55,13,0.5
3155,1003.8,33.5,57,13,0.5
3156,1003.8,32.7,57,17,0.2
3157,1004.2,31.9,60,4,1.4
3158,1004.1,32.1,60,5,1.1
3159,1004.0,31.2,62,5,0.9
3160,1003.5,29.9,65,4,1.5
3161,1003.0,29.0,68,3,1.0
3162,1002.1,28.8,66,5,1.7
3163,1001.4,28.7,67,5,1.6
3164,1001.4,28.6,68,5,1.1
3165,1000.8,29.6,63,4,3.1
3166,1000.8,29.3,66,3,4.8
3167,1001.2,29.5,63,3,4.0
3168,1007.0,28.4,75,7,1.4
3169,1001.1,30.5,59,4,3.2
3170,1000.8,30.6,58,4,4.3
3171,1000.4,30.9,60,4,3.4
3172,1000.2,31.0,59,4,4.5
3173,999.2,31.2,59,5,5.2
3174,998.6,31.3,58,4,4.1
3175,998.2,31.6,56,4,6.3
3176,998.0,32.1,54,5,5.5
3177,997.6,32.3,53,5,4.5
3178,997.7,31.9,56,5,5.4
3179,997.7,32.6,56,5,6.7
3180,998.1,33.3,56,5,4.7
3181,998.7,31.8,58,5,4.8
3182,998.4,32.9,58,5,5.5
3183,998.2,31.2,61,5,6.5
3184,997.3,30.8,61,4,5.3
3185,997.1,29.7,67,4,4.0
3186,996.5,29.0,71,4,4.5
3187,995.6,29.0,70,3,4.7
3188,995.2,29.1,71,4,4.9
3189,995.7,28.9,73,3,4.7
3190,996.5,28.6,74,3,4.2
3191,997.0,28.8,76,3,4.0
3192,1001.7,30.3,61,5,3.7
3193,998.8,28.0,79,3,3.9
3194,998.5,29.9,69,4,3.5
3195,998.6,29.9,70,3,4.0
3196,997.8,29.8,76,3,4.3
3197,997.8,29.9,75,3,3.8
3198,997.6,30.0,75,3,4.0
3199,997.8,30.0,75,3,5.7
3200,997.6,33.2,63,3,3.8
3201,997.8,34.2,57,4,4.8
3202,998.6,32.8,63,5,3.0
3203,999.5,32.6,64,3,5.3
3204,1000.0,33.3,62,3,3.5
3205,1000.6,32.5,66,3,5.0
3206,1001.1,30.0,75,5,2.5
3207,1001.3,30.8,69,3,3.5
